X Y
0.840555 1.268480
0.840555 0.741979
-1.150233 -1.373560
1.120740 0.930218
2.344705 2.589427
-4.099547 -3.498802
-0.825808 -0.201269
-3.317979 -3.354217
2.359452 1.831672
-2.138253 -2.023331
0.707836 0.988809
1.740096 1.666449
0.014747 -0.254837
0.191705 0.474699
-0.693089 -0.393106
-1.297698 -1.520406
-2.713370 -3.197104
0.766822 0.583641
-2.831342 -3.008262
0.294931 0.035481
1.976041 1.881857
2.226733 2.879639
-0.707836 -1.130633
1.769589 1.513750
0.191705 -0.089980
-0.707836 -0.192909
2.477424 2.414887
-1.976041 -2.108355
2.816596 2.697366
0.634103 1.569385
0.840555 0.359912
1.297698 1.190251
-0.811062 -1.371519
-0.855301 -0.424861
-0.103226 0.248237
0.575116 0.492304
-2.123507 -1.936082
0.589863 0.623172
-0.516130 -0.647543
0.796315 1.491277
-0.147466 -0.823342
-3.376965 -3.589645
-1.179726 -1.860118
-5.058075 -4.895634
0.766822 1.006401
-0.870048 -0.677218
2.359452 2.801198
3.037794 3.062682
1.976041 0.397318
2.875582 3.225456
-0.353918 -0.511933
4.350239 7.795230
1.327192 1.884856
-0.117973 -0.764563
-1.592630 -1.942012
2.020281 2.815673
2.359452 3.359889
-0.825808 -0.897363
-1.710603 -1.786106
0.221199 0.335901
-1.105993 -1.073926
1.651616 2.421559
2.270972 2.983128
-0.855301 -0.845793
0.191705 -0.152814
-1.341938 -1.779415
0.929034 1.218757
0.294931 1.129041
0.427651 0.985200
1.223966 1.572876
-0.722582 -1.047445
0.516130 0.549447
-0.516130 -0.571923
-0.339171 -0.065608
0.235945 0.079903
-0.914288 -1.178192
1.666363 1.750985
-0.221199 -0.403665
0.722582 0.364183
-0.604610 -0.598770
0.176959 -0.005274
-0.988020 -1.106530
0.560370 0.863153
0.339171 0.246562
1.002767 0.811685
-0.324425 -0.174718
0.353918 0.499122
0.958527 0.860148
2.063168 1.835103
-1.440660 -1.598678
0.426862 0.387675
-0.747009 -0.780154
0.996012 0.652627
1.316159 1.037019
-0.818153 -0.873634
0.515792 0.936823
0.195645 0.223679
0.551364 0.323614
1.636306 1.469013
0.302361 0.356425
-0.924868 -1.002656
-0.053358 -0.160024
-0.160073 -0.313563
-1.031584 -0.973794
-2.792391 -2.907745
1.173871 1.316593
0.071144 0.089692
0.764795 0.823552
-3.717259 -3.847649
0.907082 1.069946
2.561174 2.634471
2.988036 2.868864
0.533578 0.395584
-1.671877 -1.735558
1.067156 1.274446
0.000000 0.304279
1.671877 1.433088
-0.764795 -0.946489
-0.160073 -0.123800
-0.996012 -1.114671
0.711437 0.772438
-0.782581 -0.451510
-1.387303 -1.481290
-6.331791 -5.999561
-5.602568 -5.747959
-0.818153 -1.180278
-7.861381 -7.940924
-2.472244 -2.138110
9.053038 7.928811
-5.229063 -5.203558
8.057026 7.597631
-6.367363 -6.033940
-1.743021 -2.110216
-13.855240 -15.303502
8.697320 8.592371
-10.422555 -10.630654
-17.768144 -18.694404
16.647631 17.946022
-22.997208 -22.542412
9.248684 9.548695
-11.205136 -11.825049
1.689663 2.140296
-8.092598 -6.686699
-5.406923 -4.299475
20.222603 21.149884
4.250837 5.446875
11.347423 11.081659
-7.221088 -7.742685
5.673712 4.957100
-3.272611 -2.983204
-7.896953 -8.919918
3.984048 4.145367
-3.005822 -2.961608
13.748524 14.116030
-0.213431 0.574203
6.118360 6.259318
2.169883 2.989117
-2.472244 -3.181155
4.250837 3.048992
-3.308183 -4.552905
0.249003 -1.208014
5.317993 7.468483
-4.339767 -4.642312
-4.748843 -5.171322
3.539400 3.251476
0.302361 0.499948
1.974238 1.309741
2.685675 3.418736
-0.231217 0.599776
3.930691 5.089569
-2.080954 -2.917037
-4.535412 -5.387518
0.195645 -0.273662
0.996012 0.546204
-1.618520 -2.214761
1.582948 2.406045
3.397113 4.109180
-0.800367 -1.428757
-3.361541 -3.881631
-3.859547 -4.620707
2.881321 3.397694
0.444648 -0.032633
6.847583 8.358848
-2.827963 -3.016104
2.703461 3.498458
-0.729223 -0.654490
-0.071144 -0.110550
3.859547 5.112086
3.930691 4.487871
-1.031584 -1.625657
-0.124502 -0.292640
0.640293 0.912448
1.867523 2.095356
3.646116 4.677273
0.088930 1.124073
5.602568 5.735206
3.023608 3.800669
-1.938666 -2.906205
-1.849737 -2.408230
-12.272292 -13.024239
3.379327 4.141120
1.102728 1.380694
3.628330 3.416452
-1.156085 -1.533863
-0.266789 0.027230
-1.422874 -1.280443
1.049370 0.479408
0.889297 0.386187
-4.837773 -5.417997
2.098740 2.523022
-5.051204 -4.818639
4.126336 4.318850
1.511804 1.302870
-0.533578 -0.534373
0.640293 0.817053
3.165896 3.148690
-2.685675 -3.231908
1.209443 0.823111
-2.472244 -3.092035
2.561174 3.146198
0.071144 -0.308445
3.788403 3.574095
1.511804 2.026118
-0.889297 -0.801456
-0.409076 -0.299879
0.053358 -0.463538
1.067156 1.655762
1.102728 1.004759
-2.329957 -1.872038
-1.209443 -2.064037
0.764795 0.612433
-1.369517 -1.296414
1.084942 1.059292
-1.511804 -2.441683
0.782581 -0.560772
1.582948 1.137747
1.102728 0.952014
2.472244 2.809757
1.209443 0.765557
0.302361 0.675212
2.312171 2.939184
-0.675865 -0.235288
1.867523 0.955680
-0.515792 -1.184947
0.213431 0.403656
-0.551364 -1.127572
-0.426862 -0.584796
-0.551364 -0.586627
0.302361 -0.148053
1.227229 0.226996
2.401101 3.216092
-0.373505 0.164296
0.533578 1.433338
1.013798 1.534158
1.013798 0.897383
-1.387303 -1.661246
1.351731 1.125048
2.827963 3.131770
-4.944489 -4.231609
-0.996012 -0.243424
-4.001834 -4.056742
2.845749 2.215307
-2.578960 -2.447108
0.853725 1.195911
2.098740 2.015478
0.017786 -0.308211
0.231217 0.574122
-0.835939 -0.475440
-1.565162 -1.838847
-3.272611 -3.866722
0.924868 0.705881
-3.414899 -3.638328
0.355719 0.042912
2.383315 2.276003
2.685675 3.482766
-0.853725 -1.367439
2.134312 1.830797
0.231217 -0.108826
-0.853725 -0.233313
2.988036 2.920673
-2.383315 -2.549940
3.397113 3.262317
0.764795 1.898085
1.013798 0.435294
1.565162 1.439543
-0.978226 -1.658777
-1.031584 -0.513847
-0.124502 0.300229
0.693651 0.595415
-2.561174 -2.341586
0.711437 0.753692
-0.622508 -0.783168
0.960440 1.803618
-0.177859 -0.995787
-4.072978 -4.341479
-1.422874 -2.249711
-6.100574 -5.921001
0.924868 1.217186
-1.049370 -0.819058
2.845749 3.387895
3.663902 3.704147
2.383315 0.480535
3.468256 3.901012
-0.426862 -0.619155
5.246849 9.427904
1.600734 2.279630
-0.142287 -0.924696
-1.920880 -2.348757
2.436672 3.405402
2.845749 4.063602
-0.996012 -1.085312
-2.063168 -2.160197
0.266789 0.406253
-1.333945 -1.298854
1.992024 2.928743
2.739033 3.607929
-1.031584 -1.022941
0.231217 -0.184820
-1.618520 -2.152105
1.120514 1.474020
0.355719 1.365513
0.515792 1.191546
1.476232 1.902307
-0.871511 -1.266828
0.622508 0.664526
-0.622508 -0.691709
-0.409076 -0.079349
0.284575 0.096638
-1.102728 -1.424959
2.009810 2.117720
-0.266789 -0.488211
0.871511 0.440459
-0.729223 -0.724179
0.213431 -0.006378
-1.191657 -1.338288
0.675865 1.043936
0.409076 0.298203
1.209443 0.981688
-0.391290 -0.211312
0.426862 0.603660
1.156085 1.040302
1.129141 0.983670
-0.788452 -0.856940
0.233615 0.207806
-0.408827 -0.418186
0.545103 0.349828
0.720314 0.555874
-0.447763 -0.468294
0.282285 0.502165
0.107074 0.119899
0.301753 0.173467
0.895526 0.787435
0.165478 0.191055
-0.506167 -0.537454
-0.029202 -0.085778
-0.087606 -0.168079
-0.564571 -0.521983
-1.528234 -1.558639
0.642442 0.705734
0.038936 0.048077
0.418561 0.441449
-2.034401 -2.062456
0.496433 0.573523
1.401693 1.412156
1.635308 1.537798
0.292019 0.212045
-0.914994 -0.930311
0.584039 0.683141
0.000000 0.163103
0.914994 0.768178
-0.418561 -0.507347
-0.087606 -0.066360
-0.545103 -0.597497
0.389359 0.414050
-0.428295 -0.242023
-0.759250 -0.794016
-3.465296 -3.215946
-3.066203 -3.081079
-0.447763 -0.632665
-4.302418 -4.256575
-1.353023 -1.146092
4.954594 4.250082
-2.861789 -2.789264
4.409491 4.072559
-3.484764 -3.234374
-0.953930 -1.131139
-7.582768 -8.203139
4.759915 4.605770
-5.704110 -5.698351
-9.724243 -10.020765
9.111002 9.619609
-12.586032 -12.083414
5.061668 5.118389
-6.132405 -6.338583
0.924728 1.147263
-4.428959 -3.584272
-2.959129 -2.304648
11.067531 11.336976
2.326420 2.919689
6.210277 5.940104
-3.951995 -4.150313
3.105139 2.657155
-1.791052 -1.599087
-4.321886 -4.781345
2.180411 2.222042
-1.645042 -1.587511
7.524364 7.566618
-0.116808 0.307790
3.348488 3.355183
1.187545 1.602257
-1.353023 -1.705195
2.326420 1.634352
-1.810520 -2.440495
0.136276 -0.647532
2.910459 4.003333
-2.375090 -2.488420
-2.598972 -2.771985
1.937061 1.742889
0.165478 0.267987
1.080471 0.702061
1.469830 1.832546
-0.126542 0.321498
2.151209 2.728163
-1.138875 -1.563620
-2.482164 -2.887872
0.107074 -0.146691
0.545103 0.292782
-0.885792 -1.187179
0.866324 1.289713
1.859190 2.202644
-0.438029 -0.765857
-1.839722 -2.080671
-2.112273 -2.476838
1.576904 1.821267
0.243349 -0.017492
3.747581 4.480595
-1.547702 -1.616723
1.479564 1.875279
-0.399093 -0.350826
-0.038936 -0.059258
2.112273 2.740232
2.151209 2.405634
-0.564571 -0.871401
-0.068138 -0.156864
0.350423 0.489100
1.022068 1.123174
1.995465 2.507160
0.048670 0.602537
3.066203 3.074243
1.654776 2.037273
-1.061003 -1.557813
-1.012334 -1.290884
-6.716444 -6.981385
1.849456 2.219765
0.603507 0.740094
1.985731 1.831321
-0.632708 -0.822197
-0.146010 0.014596
-0.778718 -0.686356
0.574305 0.256977
0.486699 0.207008
-2.647642 -2.904210
1.148609 1.352416
-2.764449 -2.582936
2.258283 2.315034
0.827388 0.698377
-0.292019 -0.286440
0.350423 0.437965
1.732648 1.687793
-1.469830 -1.732400
0.661910 0.441212
-1.353023 -1.657424
1.401693 1.686457
0.038936 -0.165336
2.073337 1.915823
0.827388 1.086060
-0.486699 -0.429605
-0.223881 -0.160744
0.029202 -0.248470
0.584039 0.887539
0.603507 0.538581
-1.275151 -1.003469
-0.661910 -1.106386
0.418561 0.328282
-0.749516 -0.694917
0.593773 0.567812
-0.827388 -1.308816
0.428295 -0.300591
0.866324 0.609867
0.603507 0.510308
1.353023 1.506114
0.661910 0.410362
0.165478 0.361934
1.265417 1.575492
-0.369891 -0.126121
1.022068 0.512273
-0.282285 -0.635167
0.116808 0.216372
-0.301753 -0.604413
-0.233615 -0.313468
-0.301753 -0.314450
0.165478 -0.079361
0.671644 0.121677
1.314087 1.723922
-0.204414 0.088067
0.292019 0.768312
0.554837 0.822355
0.554837 0.481024
-0.759250 -0.890478
0.739782 0.603060
1.547702 1.678724
-2.706046 -2.268270
-0.545103 -0.130483
-2.190145 -2.174536
1.557436 1.187472
-1.411427 -1.311724
0.467231 0.641044
1.148609 1.080357
0.009734 -0.165211
0.126542 0.307747
-0.457497 -0.254850
-0.856590 -0.985678
-1.791052 -2.072680
0.506167 0.378374
-1.868924 -1.950254
0.194680 0.023002
1.304353 1.220006
1.469830 1.866868
-0.467231 -0.732989
1.168077 0.981363
0.126542 -0.058334
-0.467231 -0.125063
1.635308 1.565569
-1.304353 -1.366845
1.859190 1.748700
0.418561 1.017431
0.554837 0.233331
0.856590 0.771638
-0.535369 -0.889155
-0.564571 -0.275437
-0.068138 0.160932
0.379625 0.319160
-1.401693 -1.255161
0.389359 0.404002
-0.340689 -0.419802
0.525635 0.966794
-0.097340 -0.533772
-2.229081 -2.327164
-0.778718 -1.205913
-3.338754 -3.173835
0.506167 0.652449
-0.574305 -0.439040
1.557436 1.816014
2.005199 1.985534
1.304353 0.257581
1.898125 2.091060
-0.233615 -0.331886
2.871523 5.053641
0.876058 1.221950
-0.077872 -0.495665
-1.051269 -1.259005
1.333555 1.825398
1.557436 2.178213
-0.545103 -0.581760
-1.129141 -1.157931
0.146010 0.217764
-0.730048 -0.696225
1.090205 1.569895
1.499032 1.933959
-0.564571 -0.548327
0.126542 -0.099069
-0.885792 -1.153593
0.613241 0.790119
0.194680 0.731956
0.282285 0.638705
0.807920 1.019694
-0.476965 -0.679058
0.340689 0.356206
-0.340689 -0.370777
-0.223881 -0.042534
0.155744 0.051801
-0.603507 -0.763821
1.099939 1.135162
-0.146010 -0.261696
0.476965 0.236100
-0.399093 -0.388182
0.116808 -0.003419
-0.652176 -0.717363
0.369891 0.559581
0.223881 0.159846
0.661910 0.526215
-0.214147 -0.113270
0.233615 0.323580
0.632708 0.557633
1.041063 0.844305
-0.726949 -0.735530
0.215392 0.178364
-0.376937 -0.358938
0.502582 0.300264
0.664126 0.477118
-0.412835 -0.401947
0.260266 0.431019
0.098721 0.102912
0.278215 0.148890
0.825670 0.675872
0.152570 0.163986
-0.466683 -0.461308
-0.026924 -0.073625
-0.080772 -0.144266
-0.520531 -0.448029
-1.409025 -1.337813
