X Y
0.592329 0.605746
0.035899 0.041266
0.385911 0.378905
-1.875708 -1.770249
0.457709 0.492267
1.292354 1.212083
1.507746 1.319925
0.269240 0.182003
-0.843620 -0.798506
0.538481 0.586355
0.000000 0.139995
0.843620 0.659344
-0.385911 -0.435466
-0.080772 -0.056959
-0.502582 -0.512845
0.358987 0.355388
-0.394886 -0.207734
-0.700025 -0.681521
-3.194986 -2.760314
-2.827024 -2.644556
-0.412835 -0.543029
-3.966808 -3.653508
-1.247480 -0.983715
4.568112 3.647935
-2.638556 -2.394084
4.065530 3.495564
-3.212935 -2.776132
-0.879519 -0.970881
-6.991275 -7.040928
4.388618 3.953230
-5.259162 -4.891016
-8.965705 -8.601035
8.400300 8.256714
-11.604260 -10.371449
4.666833 4.393221
-5.654048 -5.440540
0.852595 0.984720
-4.083479 -3.076457
-2.728302 -1.978128
10.204210 9.730767
2.144948 2.506031
5.725845 5.098517
-3.643720 -3.562301
2.862923 2.280693
-1.651341 -1.372530
-3.984758 -4.103930
2.010328 1.907226
-1.516721 -1.362595
6.937427 6.494589
-0.107696 0.264183
3.087290 2.879825
1.094911 1.375251
-1.247480 -1.463605
2.144948 1.402799
-1.669290 -2.094728
0.125646 -0.555791
2.683429 3.436145
-2.189822 -2.135863
-2.396239 -2.379253
1.785961 1.495959
0.152570 0.230019
0.996189 0.602594
1.355177 1.572913
-0.116671 0.275949
1.983404 2.341640
-1.050037 -1.342088
-2.288543 -2.478722
0.098721 -0.125908
0.502582 0.251301
-0.816696 -1.018981
0.798746 1.106988
1.714164 1.890576
-0.403861 -0.657351
-1.696214 -1.785884
-1.947505 -2.125923
1.453898 1.563232
0.224367 -0.015014
3.455252 3.845790
-1.426974 -1.387667
1.364151 1.609592
-0.367962 -0.301122
-0.035899 -0.050863
1.947505 2.351999
1.983404 2.064807
-0.520531 -0.747942
-0.062823 -0.134640
0.323088 0.419805
0.942341 0.964044
1.839809 2.151948
0.044873 0.517170
2.827024 2.638688
1.525695 1.748635
-0.978240 -1.337104
-0.933367 -1.107993
-6.192529 -5.992271
1.705189 1.905271
0.556430 0.635238
1.830835 1.571862
-0.583354 -0.705709
-0.134620 0.012528
-0.717974 -0.589114
0.529506 0.220569
0.448734 0.177679
-2.441113 -2.492745
1.059012 1.160807
-2.548809 -2.216989
2.082126 1.987043
0.762848 0.599432
-0.269240 -0.245857
0.323088 0.375915
1.597493 1.448668
-1.355177 -1.486956
0.610278 0.378702
-1.247480 -1.422602
1.292354 1.447522
0.035899 -0.141911
1.911607 1.644391
0.762848 0.932189
-0.448734 -0.368739
-0.206418 -0.137970
0.026924 -0.213267
0.538481 0.761793
0.556430 0.462275
-1.175683 -0.861298
-0.610278 -0.949635
0.385911 0.281772
-0.691050 -0.596462
0.547455 0.487365
-0.762848 -1.123384
0.394886 -0.258004
0.798746 0.523461
0.556430 0.438008
1.247480 1.292730
0.610278 0.352222
0.152570 0.310655
1.166708 1.352278
-0.341038 -0.108253
0.942341 0.439695
-0.260266 -0.545178
0.107696 0.185716
-0.278215 -0.518780
-0.215392 -0.269056
-0.278215 -0.269899
0.152570 -0.068117
0.619253 0.104438
1.211582 1.479679
-0.188468 0.075590
0.269240 0.659459
0.511557 0.705845
0.511557 0.412873
-0.700025 -0.764316
0.682076 0.517619
1.426974 1.440884
-2.494961 -1.946904
-0.502582 -0.111996
-2.019303 -1.866450
1.435949 1.019232
-1.301328 -1.125880
0.430785 0.550222
1.059012 0.927293
0.008975 -0.141804
0.116671 0.264146
-0.421810 -0.218743
-0.789772 -0.846028
-1.651341 -1.779025
0.466683 0.324766
-1.723138 -1.673944
0.179494 0.019743
1.202607 1.047157
1.355177 1.602372
-0.430785 -0.629140
1.076962 0.842324
0.116671 -0.050069
-0.430785 -0.107344
1.507746 1.343761
-1.202607 -1.173192
1.714164 1.500946
0.385911 0.873282
0.511557 0.200273
0.789772 0.662314
-0.493607 -0.763180
-0.520531 -0.236414
-0.062823 0.138131
0.350012 0.273942
-1.292354 -1.077331
0.358987 0.346763
-0.314114 -0.360325
0.484633 0.829820
-0.089747 -0.458148
-2.055202 -1.997454
-0.717974 -1.035061
-3.078315 -2.724170
0.466683 0.560010
-0.529506 -0.376837
1.435949 1.558723
1.848784 1.704226
1.202607 0.221087
1.750062 1.794801
-0.215392 -0.284864
2.647530 4.337647
0.807721 1.048826
-0.071797 -0.425440
-0.969265 -1.080630
1.229531 1.566778
1.435949 1.869607
-0.502582 -0.499337
-1.041063 -0.993877
0.134620 0.186911
-0.673101 -0.597585
1.005164 1.347474
1.382101 1.659958
-0.520531 -0.470641
0.116671 -0.085033
-0.816696 -0.990154
0.565405 0.678176
0.179494 0.628254
0.260266 0.548214
0.744898 0.875225
-0.439759 -0.582850
0.314114 0.305739
-0.314114 -0.318246
-0.206418 -0.036508
0.143595 0.044462
-0.556430 -0.655604
1.014139 0.974333
-0.134620 -0.224619
0.439759 0.202649
-0.367962 -0.333185
0.107696 -0.002935
-0.601304 -0.615728
0.341038 0.480300
0.206418 0.137199
0.610278 0.451661
-0.197443 -0.097222
0.215392 0.277736
0.583354 0.478628
1.050852 0.876657
-0.733785 -0.763713
0.217418 0.185198
-0.380481 -0.372691
0.507308 0.311770
0.670371 0.495400
-0.416717 -0.417348
0.262713 0.447535
0.099650 0.106855
0.280831 0.154595
0.833434 0.701770
0.154004 0.170270
-0.471072 -0.478984
-0.027177 -0.076446
-0.081532 -0.149794
-0.525426 -0.465196
-1.422274 -1.389074
0.597899 0.628957
0.036236 0.042847
0.389540 0.393423
-1.893346 -1.838081
0.462013 0.511129
1.304506 1.258527
1.521924 1.370501
0.271772 0.188976
-0.851553 -0.829103
0.543544 0.608822
0.000000 0.145359
0.851553 0.684608
-0.389540 -0.452152
-0.081532 -0.059141
-0.507308 -0.532496
0.362363 0.369006
-0.398599 -0.215693
-0.706607 -0.707635
-3.225029 -2.866082
-2.853607 -2.745888
-0.416717 -0.563837
-4.004109 -3.793501
-1.259211 -1.021408
4.611067 3.787714
-2.663367 -2.485819
4.103759 3.629505
-3.243147 -2.882506
-0.887789 -1.008082
-7.057015 -7.310717
4.429885 4.104708
-5.308615 -5.078426
-9.050011 -8.930603
8.479289 8.573090
-11.713377 -10.768856
4.710716 4.561558
-5.707214 -5.649007
0.860612 1.022452
-4.121877 -3.194339
-2.753957 -2.053925
10.300162 10.103624
2.165118 2.602055
5.779687 5.293878
-3.677982 -3.698799
2.889843 2.368083
-1.666869 -1.425122
-4.022227 -4.261181
2.029232 1.980306
-1.530983 -1.414806
7.002661 6.743444
-0.108709 0.274306
3.116320 2.990172
1.105207 1.427947
-1.259211 -1.519687
2.165118 1.456550
-1.684987 -2.174993
0.126827 -0.577087
2.708662 3.567809
-2.210413 -2.217704
-2.418772 -2.470420
1.802755 1.553280
0.154004 0.238833
1.005557 0.625683
1.367920 1.633183
-0.117768 0.286522
2.002054 2.431365
-1.059911 -1.393514
-2.310063 -2.573700
0.099650 -0.130732
0.507308 0.260930
-0.824375 -1.058025
0.806257 1.149404
1.730282 1.963018
-0.407658 -0.682539
-1.712164 -1.854314
-1.965818 -2.207382
1.467569 1.623131
0.226477 -0.015589
3.487742 3.993150
-1.440392 -1.440839
1.376979 1.671267
-0.371422 -0.312660
-0.036236 -0.052812
1.965818 2.442122
2.002054 2.143925
-0.525426 -0.776601
-0.063413 -0.139799
0.326127 0.435890
0.951202 1.000984
1.857109 2.234405
0.045295 0.536987
2.853607 2.739796
1.540042 1.815638
-0.987439 -1.388339
-0.942143 -1.150449
-6.250758 -6.221879
1.721223 1.978276
0.561662 0.659579
1.848050 1.632091
-0.588840 -0.732750
-0.135886 0.013008
-0.724726 -0.611687
0.534485 0.229021
0.452953 0.184488
-2.464067 -2.588260
1.068970 1.205286
-2.572776 -2.301938
2.101704 2.063181
0.770021 0.622401
-0.271772 -0.255278
0.326127 0.390319
1.612514 1.504178
-1.367920 -1.543932
0.616017 0.393213
-1.259211 -1.477113
1.304506 1.502987
0.036236 -0.147349
1.929582 1.707400
0.770021 0.967908
-0.452953 -0.382868
-0.208359 -0.143257
0.027177 -0.221439
0.543544 0.790983
0.561662 0.479989
-1.186738 -0.894301
-0.616017 -0.986022
0.389540 0.292568
-0.697548 -0.619317
0.552603 0.506040
-0.770021 -1.166429
0.398599 -0.267890
0.806257 0.543519
0.561662 0.454792
1.259211 1.342264
0.616017 0.365719
0.154004 0.322559
1.177679 1.404093
-0.344245 -0.112400
0.951202 0.456543
-0.262713 -0.566067
0.108709 0.192832
-0.280831 -0.538659
-0.217418 -0.279366
-0.280831 -0.280241
0.154004 -0.070727
0.625076 0.108439
1.222974 1.536376
-0.190240 0.078487
0.271772 0.684727
0.516367 0.732891
0.516367 0.428693
-0.706607 -0.793602
0.688489 0.537453
1.440392 1.496095
-2.518421 -2.021504
-0.507308 -0.116287
-2.038291 -1.937968
1.449451 1.058286
-1.313565 -1.169021
0.434835 0.571305
1.068970 0.962825
0.009059 -0.147237
0.117768 0.274267
-0.425776 -0.227125
-0.797198 -0.878446
-1.666869 -1.847192
0.471072 0.337210
-1.739341 -1.738085
0.181181 0.020500
1.213915 1.087281
1.367920 1.663771
-0.434835 -0.653247
1.087088 0.874600
0.117768 -0.051988
-0.434835 -0.111457
1.521924 1.395250
-1.213915 -1.218145
1.730282 1.558459
0.389540 0.906744
0.516367 0.207947
0.797198 0.687692
-0.498249 -0.792423
-0.525426 -0.245472
-0.063413 0.143424
0.353304 0.284439
-1.304506 -1.118611
0.362363 0.360050
-0.317067 -0.374132
0.489190 0.861616
-0.090591 -0.475703
-2.074527 -2.073991
-0.724726 -1.074721
-3.107261 -2.828553
0.471072 0.581469
-0.534485 -0.391276
1.449451 1.618449
1.866168 1.769528
1.213915 0.229559
1.766519 1.863573
-0.217418 -0.295780
2.672426 4.503854
0.815316 1.089014
-0.072473 -0.441742
-0.978380 -1.122037
1.241093 1.626813
1.449451 1.941245
-0.507308 -0.518470
-1.050852 -1.031959
0.135886 0.194073
-0.679430 -0.620483
1.014616 1.399106
1.395097 1.723563
-0.525426 -0.488675
0.117768 -0.088291
-0.824375 -1.028094
0.570721 0.704162
0.181181 0.652327
0.262713 0.569220
0.751903 0.908761
-0.443894 -0.605183
0.317067 0.317454
-0.317067 -0.330440
-0.208359 -0.037906
0.144945 0.046165
-0.561662 -0.680725
1.023675 1.011667
-0.135886 -0.233226
0.443894 0.210414
-0.371422 -0.345952
0.108709 -0.003047
-0.606958 -0.639321
0.344245 0.498704
0.208359 0.142456
0.616017 0.468968
-0.199300 -0.100947
0.217418 0.288378
0.588840 0.496968
1.567799 1.371186
-1.094756 -1.194530
0.324372 0.289670
-0.567651 -0.582930
0.756869 0.487642
1.000148 0.774859
-0.621713 -0.652778
0.391950 0.699993
0.148671 0.167133
0.418981 0.241804
1.243427 1.097644
0.229764 0.266320
-0.702807 -0.749183
-0.040547 -0.119570
-0.121640 -0.234294
-0.783900 -0.727618
-2.121935 -2.172662
0.892024 0.983756
0.054062 0.067017
0.581167 0.615357
-2.824742 -2.874957
0.689291 0.799462
1.946234 1.968473
2.270606 2.143611
0.405465 0.295580
-1.270458 -1.296806
0.810931 0.952264
0.000000 0.227357
1.270458 1.070801
-0.581167 -0.707215
-0.121640 -0.092503
-0.756869 -0.832881
0.540620 0.577165
-0.594682 -0.337368
-1.054210 -1.106818
-4.811522 -4.482863
-4.257386 -4.294865
-0.621713 -0.881902
-5.973856 -5.933446
-1.878656 -1.597593
6.879395 5.924395
-3.973560 -3.888090
6.122526 5.676937
-4.838553 -4.508551
-1.324520 -1.576750
-10.528583 -11.434752
6.609085 6.420206
-7.920089 -7.943208
-13.501995 -13.968429
12.650518 13.409238
-17.475555 -16.843654
7.028066 7.134770
-8.514772 -8.835658
1.283974 1.599226
-6.149557 -4.996291
-4.108715 -3.212561
15.367136 15.803159
3.230207 4.069896
8.622896 8.280198
-5.487297 -5.785322
4.311448 3.703937
-2.486854 -2.229045
-6.000887 -6.664948
3.027474 3.097412
-2.284121 -2.212909
10.447490 10.547475
-0.162186 0.429044
4.649336 4.676952
1.648892 2.233463
-1.878656 -2.376954
3.230207 2.278202
-2.513885 -3.401923
0.189217 -0.902626
4.041138 5.580439
-3.297785 -3.468728
-3.608641 -3.864004
2.689587 2.429498
0.229764 0.373561
1.500222 0.978636
2.040842 2.554474
-0.175702 0.448152
2.986928 3.802918
-1.581315 -2.179606
-3.446455 -4.025544
0.148671 -0.204480
0.756869 0.408123
-1.229911 -1.654866
1.202880 1.797793
2.581463 3.070373
-0.608198 -1.067565
-2.554432 -2.900348
-2.932866 -3.452585
2.189513 2.538752
0.337888 -0.024384
5.203472 6.245718
-2.148966 -2.253628
2.054358 2.614043
-0.554136 -0.489034
-0.054062 -0.082603
2.932866 3.819742
2.986928 3.353330
-0.783900 -1.214688
-0.094609 -0.218660
0.486558 0.681780
1.419129 1.565646
2.770680 3.494851
0.067578 0.839906
4.257386 4.285337
2.297637 2.839854
-1.473191 -2.171512
-1.405613 -1.799426
-9.325702 -9.731691
2.567947 3.094238
0.837962 1.031652
2.757164 2.552767
-0.878508 -1.146100
-0.202733 0.020346
-1.081241 -0.956745
0.797415 0.358213
0.675776 0.288559
-3.676219 -4.048319
1.594830 1.885198
-3.838405 -3.600479
3.135598 3.227038
1.148818 0.973502
-0.405465 -0.399282
0.486558 0.610501
2.405761 2.352696
-2.040842 -2.414877
0.919055 0.615027
-1.878656 -2.310364
1.946234 2.350834
0.054062 -0.230470
2.878804 2.670558
1.148818 1.513912
-0.675776 -0.598847
-0.310857 -0.224069
0.040547 -0.346355
0.810931 1.237183
0.837962 0.750754
-1.770532 -1.398784
-0.919055 -1.542245
0.581167 0.457609
-1.040694 -0.968678
0.824446 0.791501
-1.148818 -1.824422
0.594682 -0.419008
1.202880 0.850123
0.837962 0.711343
1.878656 2.099446
0.919055 0.572023
0.229764 0.504517
1.757016 2.196154
-0.513589 -0.175806
1.419129 0.714082
-0.391950 -0.885391
0.162186 0.301611
-0.418981 -0.842520
-0.324372 -0.436959
-0.418981 -0.438327
0.229764 -0.110625
0.932570 0.169611
1.824594 2.403059
-0.283826 0.122761
0.405465 1.070988
0.770384 1.146320
0.770384 0.670523
-1.054210 -1.241280
1.027179 0.840634
2.148966 2.340054
-3.757312 -3.161851
-0.756869 -0.181886
-3.040990 -3.031191
2.162482 1.655274
-1.959749 -1.828475
0.648745 0.893582
1.594830 1.505962
0.013516 -0.230295
0.175702 0.428983
-0.635229 -0.355248
-1.189365 -1.373984
-2.486854 -2.889208
0.702807 0.527433
-2.594978 -2.718553
0.270310 0.032064
1.811078 1.700625
2.040842 2.602317
-0.648745 -1.021748
1.621861 1.367969
0.175702 -0.081314
-0.648745 -0.174331
2.270606 2.182322
-1.811078 -1.905311
2.581463 2.437598
0.581167 1.418246
0.770384 0.325251
1.189365 1.075624
-0.743353 -1.239436
-0.783900 -0.383945
-0.094609 0.224330
0.527105 0.444893
-1.946234 -1.749629
0.540620 0.563157
-0.473043 -0.585182
0.729838 1.347661
-0.135155 -0.744050
-3.095052 -3.243946
-1.081241 -1.680980
-4.635820 -4.424162
0.702807 0.909480
-0.797415 -0.611998
2.162482 2.531430
2.784195 2.767732
1.811078 0.359055
2.635525 2.914830
-0.324372 -0.462631
3.987076 7.044514
1.216396 1.703336
-0.108124 -0.690932
-1.459675 -1.754988
1.851625 2.544511
2.162482 3.036317
-0.756869 -0.810943
-1.567799 -1.614096
0.202733 0.303552
-1.013663 -0.970502
1.513737 2.188352
2.081389 2.695839
-0.783900 -0.764340
0.175702 -0.138097
-1.229911 -1.608050
0.851477 1.101385
0.270310 1.020309
0.391950 0.890321
1.121787 1.421401
-0.662260 -0.946572
0.473043 0.496533
-0.473043 -0.516844
-0.310857 -0.059290
0.216248 0.072208
-0.837962 -1.064727
1.527253 1.582357
-0.202733 -0.364791
0.662260 0.329111
-0.554136 -0.541106
0.162186 -0.004766
-0.905539 -0.999967
0.513589 0.780027
0.310857 0.222817
0.919055 0.733516
-0.297341 -0.157892
0.324372 0.451054
0.878508 0.777312
1.191299 1.035610
-0.831855 -0.902187
0.246476 0.218778
-0.431332 -0.440267
0.575110 0.368299
0.759967 0.585225
-0.472412 -0.493021
0.297825 0.528680
0.112968 0.126230
0.318364 0.182626
0.944823 0.829013
0.174587 0.201142
-0.534031 -0.565832
-0.030809 -0.090307
-0.092428 -0.176954
-0.595650 -0.549545
-1.612362 -1.640937
0.677808 0.742997
0.041079 0.050616
0.441602 0.464758
-2.146392 -2.171356
0.523761 0.603806
1.478854 1.486720
1.725330 1.618996
0.308095 0.223241
-0.965363 -0.979433
0.616189 0.719212
0.000000 0.171715
0.965363 0.808739
-0.441602 -0.534135
-0.092428 -0.069864
-0.575110 -0.629046
0.410793 0.435913
-0.451872 -0.254802
-0.801046 -0.835941
-3.656056 -3.385752
-3.234993 -3.243764
-0.472412 -0.666070
-4.539260 -4.481327
-1.427505 -1.206607
5.227338 4.474491
-3.019327 -2.936541
4.652228 4.287596
-3.676595 -3.405153
-1.006442 -1.190865
-8.000189 -8.636275
5.021942 4.848961
-6.018114 -5.999231
-10.259549 -10.549874
9.612551 10.127537
-13.278876 -12.721433
5.340306 5.388646
-6.469986 -6.673269
0.975633 1.207840
-4.672768 -3.773526
-3.122025 -2.426336
11.676784 11.935583
2.454487 3.073852
6.552145 6.253749
-4.169547 -4.369454
3.276072 2.797457
-1.889647 -1.683521
-4.559800 -5.033806
2.300439 2.339369
-1.735599 -1.671334
7.938570 7.966145
-0.123238 0.324042
3.532818 3.532341
1.252918 1.686858
-1.427505 -1.795232
2.454487 1.720648
-1.910186 -2.569356
0.143777 -0.681723
3.070676 4.214713
-2.505836 -2.619811
-2.742042 -2.918349
2.043694 1.834916
0.174587 0.282138
1.139950 0.739130
1.550743 1.929307
-0.133508 0.338474
2.269630 2.872213
-1.201569 -1.646181
-2.618804 -3.040355
0.112968 -0.154436
0.575110 0.308241
-0.934554 -1.249863
0.914014 1.357811
1.961535 2.318947
-0.462142 -0.806295
-1.940996 -2.190533
-2.228551 -2.607618
1.663711 1.917432
0.256745 -0.018416
3.953880 4.717176
-1.632901 -1.702088
1.561013 1.974296
-0.421063 -0.369351
-0.041079 -0.062387
2.228551 2.884920
2.269630 2.532655
-0.595650 -0.917412
-0.071889 -0.165146
0.369713 0.514925
1.078331 1.182479
2.105313 2.639541
0.051349 0.634352
3.234993 3.236567
1.745869 2.144844
-1.119410 -1.640068
-1.068061 -1.359044
-7.086175 -7.350011
1.951266 2.336972
0.636729 0.779172
2.095043 1.928017
-0.667538 -0.865610
-0.154047 0.015367
-0.821586 -0.722596
0.605919 0.270546
0.513491 0.217938
-2.793391 -3.057556
1.211839 1.423825
-2.916629 -2.719318
2.382598 2.437271
0.872935 0.735253
-0.308095 -0.301564
0.369713 0.461090
1.828028 1.776911
-1.550743 -1.823873
0.698348 0.464509
-1.427505 -1.744938
1.478854 1.775504
0.041079 -0.174066
2.187471 2.016981
0.872935 1.143406
-0.513491 -0.452288
-0.236206 -0.169232
0.030809 -0.261590
0.616189 0.934402
0.636729 0.567019
-1.345346 -1.056453
-0.698348 -1.164805
0.441602 0.345616
-0.790776 -0.731609
0.626459 0.597794
-0.872935 -1.377923
0.451872 -0.316462
0.914014 0.642068
0.636729 0.537253
1.427505 1.585639
0.698348 0.432029
0.174587 0.381044
1.335076 1.658679
-0.390253 -0.132781
1.078331 0.539322
-0.297825 -0.668705
0.123238 0.227796
-0.318364 -0.636327
-0.246476 -0.330020
-0.318364 -0.331053
0.174587 -0.083551
0.708618 0.128101
1.386426 1.814948
-0.215666 0.092718
0.308095 0.808880
0.585380 0.865776
0.585380 0.506423
-0.801046 -0.937496
0.780506 0.634902
1.632901 1.767362
-2.855010 -2.388038
-0.575110 -0.137372
-2.310709 -2.289354
1.643171 1.250172
-1.489124 -1.380984
0.492951 0.674892
1.211839 1.137401
0.010270 -0.173934
0.133508 0.323996
-0.482681 -0.268307
-0.903744 -1.037723
-1.889647 -2.182120
0.534031 0.398352
-1.971805 -2.053229
0.205396 0.024217
1.376156 1.284424
1.550743 1.965440
-0.492951 -0.771691
1.232378 1.033180
0.133508 -0.061414
-0.492951 -0.131666
1.725330 1.648233
-1.376156 -1.439016
1.961535 1.841034
0.441602 1.071152
0.585380 0.245651
0.903744 0.812382
-0.564840 -0.936103
-0.595650 -0.289981
-0.071889 0.169429
0.400523 0.336012
-1.478854 -1.321435
0.410793 0.425333
-0.359444 -0.441968
0.554570 1.017842
-0.102698 -0.561956
-2.351789 -2.450041
-0.821586 -1.269587
-3.522548 -3.341418
0.534031 0.686899
-0.605919 -0.462221
1.643171 1.911902
2.115583 2.090373
1.376156 0.271182
2.002615 2.201471
-0.246476 -0.349410
3.029597 5.320480
0.924284 1.286471
-0.082159 -0.521837
-1.109140 -1.325482
1.406965 1.921782
1.643171 2.293226
-0.575110 -0.612477
-1.191299 -1.219071
0.154047 0.229262
-0.770236 -0.732987
1.150220 1.652787
1.581552 2.036074
-0.595650 -0.577280
0.133508 -0.104300
-0.934554 -1.214504
0.646999 0.831838
0.205396 0.770605
0.297825 0.672429
0.852395 1.073535
-0.503221 -0.714913
0.359444 0.375014
-0.359444 -0.390354
-0.236206 -0.044779
0.164317 0.054536
-0.636729 -0.804152
1.160490 1.195100
-0.154047 -0.275514
0.503221 0.248566
-0.421063 -0.408679
0.123238 -0.003600
-0.688078 -0.755240
0.390253 0.589128
0.236206 0.168286
0.698348 0.553999
-0.225936 -0.119250
0.246476 0.340666
0.667538 0.587077
1.494143 1.327210
-1.043324 -1.156219
0.309133 0.280380
-0.540983 -0.564234
0.721310 0.472002
0.953160 0.750008
-0.592505 -0.631842
0.373536 0.677543
0.141686 0.161773
0.399297 0.234049
1.185010 1.062441
0.218969 0.257779
-0.669788 -0.725156
-0.038642 -0.115735
-0.115925 -0.226780
-0.747071 -0.704282
-2.022245 -2.102981
0.850116 0.952206
0.051522 0.064868
0.553863 0.595621
-2.692033 -2.782752
0.656908 0.773822
1.854798 1.905340
2.163931 2.074862
0.386416 0.286100
-1.210771 -1.255215
0.772833 0.921723
0.000000 0.220065
1.210771 1.036458
-0.553863 -0.684533
-0.115925 -0.089536
-0.721310 -0.806169
0.515222 0.558654
-0.566744 -0.326548
-1.004682 -1.071320
-4.585473 -4.339090
-4.057371 -4.157122
-0.592505 -0.853618
-5.693200 -5.743150
-1.790395 -1.546355
6.556196 5.734389
-3.786879 -3.763392
5.834886 5.494868
-4.611234 -4.363954
-1.262293 -1.526181
-10.033942 -11.068020
6.298585 6.214299
-7.547998 -7.688456
-12.867662 -13.520438
12.056187 12.979182
-16.654541 -16.303450
6.697882 6.905946
-8.114742 -8.552284
1.223652 1.547936
-5.860647 -4.836051
-3.915685 -3.109528
14.645176 15.296325
3.078450 3.939368
8.217786 8.014638
-5.229500 -5.599777
4.108893 3.585146
-2.370020 -2.157556
-5.718961 -6.451192
2.885241 2.998073
-2.176812 -2.141937
9.956659 10.209200
-0.154567 0.415283
4.430907 4.526955
1.571426 2.161832
-1.790395 -2.300721
3.078450 2.205136
-2.395781 -3.292818
0.180328 -0.873678
3.851282 5.401465
-3.142852 -3.357481
-3.439105 -3.740079
2.563228 2.351580
0.218969 0.361580
1.429740 0.947250
1.944962 2.472548
-0.167447 0.433779
2.846600 3.680952
-1.507023 -2.109702
-3.284538 -3.896439
0.141686 -0.197922
0.721310 0.395034
-1.172129 -1.601792
1.146368 1.740135
2.460184 2.971901
-0.579624 -1.033327
-2.434422 -2.807329
-2.795078 -3.341854
2.086648 2.457330
0.322014 -0.023602
4.959009 6.045408
-2.048006 -2.181350
1.957842 2.530206
-0.528102 -0.473350
-0.051522 -0.079954
2.795078 3.697237
2.846600 3.245783
-0.747071 -1.175731
-0.090164 -0.211647
0.463700 0.659914
1.352457 1.515434
2.640511 3.382765
0.064403 0.812968
4.057371 4.147899
2.189692 2.748775
-1.403979 -2.101868
-1.339576 -1.741715
-8.887574 -9.419579
2.447303 2.995001
0.798594 0.998566
2.627631 2.470896
-0.837235 -1.109343
-0.193208 0.019693
-1.030443 -0.926060
0.759952 0.346725
0.644027 0.279304
-3.503507 -3.918482
1.519904 1.824736
-3.658074 -3.485006
2.988286 3.123541
1.094846 0.942280
-0.386416 -0.386477
0.463700 0.590921
2.292737 2.277241
-1.944962 -2.337428
0.875877 0.595302
-1.790395 -2.236267
1.854798 2.275439
0.051522 -0.223078
2.743555 2.584909
1.094846 1.465358
-0.644027 -0.579641
-0.296252 -0.216883
0.038642 -0.335246
0.772833 1.197504
0.798594 0.726676
-1.687351 -1.353922
-0.875877 -1.492783
0.553863 0.442932
-0.991802 -0.937611
0.785713 0.766117
-1.094846 -1.765909
0.566744 -0.405570
1.146368 0.822858
0.798594 0.688529
1.790395 2.032113
0.875877 0.553678
0.218969 0.488336
1.674470 2.125719
-0.489461 -0.170168
1.352457 0.691180
-0.373536 -0.856995
0.154567 0.291938
-0.399297 -0.815499
-0.309133 -0.422945
-0.399297 -0.424269
0.218969 -0.107077
0.888757 0.164171
1.738873 2.325989
-0.270491 0.118824
0.386416 1.036639
0.734191 1.109556
0.734191 0.649018
-1.004682 -1.201470
0.978921 0.813674
2.048006 2.265004
-3.580791 -3.060445
-0.721310 -0.176053
-2.898122 -2.933976
2.060887 1.602187
-1.867679 -1.769833
0.618266 0.864924
1.519904 1.457663
0.012881 -0.222909
0.167447 0.415225
-0.605385 -0.343855
-1.133488 -1.329918
-2.370020 -2.796547
0.669788 0.510518
-2.473064 -2.631364
0.257611 0.031036
1.725993 1.646084
1.944962 2.518856
-0.618266 -0.988979
1.545665 1.324096
0.167447 -0.078707
-0.618266 -0.168740
2.163931 2.112331
-1.725993 -1.844204
2.460184 2.359420
0.553863 1.372761
0.734191 0.314820
1.133488 1.041127
-0.708430 -1.199685
-0.747071 -0.371632
-0.090164 0.217136
0.502341 0.430625
-1.854798 -1.693515
0.515222 0.545096
-0.450819 -0.566414
0.695549 1.304439
-0.128805 -0.720187
-2.949644 -3.139907
-1.030443 -1.627069
-4.418026 -4.282272
0.669788 0.880311
-0.759952 -0.592371
2.060887 2.450242
2.653392 2.678967
1.725993 0.347539
2.511706 2.821346
-0.309133 -0.447794
3.799760 6.818585
1.159249 1.648707
-0.103044 -0.668772
-1.391099 -1.698702
1.764634 2.462904
2.060887 2.938937
-0.721310 -0.784935
-1.494143 -1.562329
0.193208 0.293816
-0.966041 -0.939376
1.442621 2.118168
1.983603 2.609379
-0.747071 -0.739826
0.167447 -0.133668
-1.172129 -1.556477
0.811474 1.066062
0.257611 0.987586
0.373536 0.861767
1.069085 1.375814
-0.631147 -0.916213
0.450819 0.480608
-0.450819 -0.500268
-0.296252 -0.057388
0.206089 0.069892
-0.798594 -1.030579
1.455501 1.531608
-0.193208 -0.353091
0.631147 0.318555
-0.528102 -0.523752
0.154567 -0.004613
-0.862996 -0.967896
0.489461 0.755010
0.296252 0.215671
0.875877 0.709991
-0.283372 -0.152828
0.309133 0.436588
0.837235 0.752382
1.442010 1.241572
-1.006920 -1.081614
0.298347 0.262288
-0.522107 -0.527827
0.696143 0.441546
0.919903 0.701614
-0.571831 -0.591073
0.360502 0.633824
0.136742 0.151334
0.385365 0.218947
1.143663 0.993887
0.211329 0.241146
-0.646418 -0.678365
-0.037293 -0.108267
-0.111880 -0.212147
-0.721005 -0.658838
-1.951685 -1.967287
0.820454 0.890765
0.049724 0.060682
0.534538 0.557189
-2.598104 -2.603195
0.633987 0.723891
1.790081 1.782399
2.088428 1.940981
0.372934 0.267639
-1.168525 -1.174223
0.745867 0.862249
0.000000 0.205866
1.168525 0.969581
-0.534538 -0.640364
-0.111880 -0.083759
-0.696143 -0.754151
0.497245 0.522607
-0.546969 -0.305477
-0.969627 -1.002193
